Date: 2026-04-05
IFBW: 3.000000000000000E+03
GPIB: GPIB0::16::INSTR
Start_Hz: 130000000.0
Stop_Hz: 20000000000.0
Points: 201
Columns:
Freq_Hz, S11_Re, S11_Im, S21_Re, S21_Im, S12_Re, S12_Im, S22_Re, S22_Im
1.225070000000000000e+10,-9.960937999999999737e-02,4.278946000000000138e-02,2.183684999999999932e-01,4.192963000000000107e-01,2.482910000000000117e-01,3.899841000000000002e-01,-2.328490999999999894e-02,5.656052000000000302e-02
1.235005000000000000e+10,-6.827163999999999455e-02,4.728316999999999937e-02,-1.604918999999999929e-01,-4.691772000000000165e-01,-2.069397000000000042e-01,-4.410399999999999876e-01,-1.070213000000000067e-02,1.244545000000000026e-02
1.244940000000000000e+10,-1.166839999999999961e-01,7.041930000000000064e-03,1.041870000000000018e-01,4.663695999999999953e-01,1.539307000000000036e-01,4.412230999999999792e-01,-6.077575999999999812e-02,1.522064000000000056e-02
1.254875000000000000e+10,-1.117210000000000009e-01,3.928374999999999923e-02,-2.838134999999999963e-02,-4.778441999999999967e-01,-8.833312999999999582e-02,-4.621735000000000149e-01,-7.091140999999999417e-02,3.129578000000000221e-02
1.264810000000000000e+10,-1.182175000000000031e-01,1.342010000000000078e-02,-2.749634000000000106e-02,4.778747999999999885e-01,2.981570000000000054e-02,4.662780999999999731e-01,-7.932662999999999520e-02,-8.934021000000000323e-03
1.274745000000000000e+10,-1.360550000000000093e-01,4.694369999999999793e-02,1.116028000000000020e-01,-4.656371999999999733e-01,5.200199999999999961e-02,-4.675292999999999810e-01,-8.301925999999999750e-02,1.762389999999999964e-03
1.284680000000000000e+10,-1.118163999999999964e-01,2.391814999999999913e-02,-1.521606000000000070e-01,4.484099999999999753e-01,-9.048462000000000172e-02,4.661560000000000148e-01,-6.213760000000000117e-02,-5.561829000000000078e-02
1.294615000000000000e+10,-1.192016999999999938e-01,8.750920000000000573e-03,2.332915999999999879e-01,-4.059600999999999904e-01,1.663817999999999964e-01,-4.281157999999999908e-01,-1.090621999999999980e-01,-4.533385999999999666e-02
1.304550000000000000e+10,-1.012726000000000043e-01,-1.075745000000000000e-02,-2.893677000000000055e-01,3.734435999999999867e-01,-2.315215999999999941e-01,4.088439999999999852e-01,-6.731415000000000315e-02,-1.753998000000000015e-02
1.314485000000000000e+10,-1.215133999999999936e-01,-1.588439999999999991e-02,3.362274000000000096e-01,-3.191985999999999990e-01,2.744904000000000233e-01,-3.624878000000000267e-01,-5.591582999999999970e-02,-5.809783999999999782e-02
1.324420000000000000e+10,-1.132201999999999931e-01,-1.038360999999999972e-02,-3.843689000000000133e-01,2.886963000000000168e-01,-3.256683000000000217e-01,3.320006999999999819e-01,-7.255172999999999484e-02,-6.644057999999999908e-02
1.334355000000000000e+10,-9.796523999999999510e-02,-7.442474000000000138e-03,4.145965999999999818e-01,-2.194366000000000094e-01,3.708344000000000085e-01,-2.780761999999999956e-01,-7.872009000000000645e-02,-3.114700000000000107e-02
1.344290000000000000e+10,-8.365630999999999762e-02,-3.829955999999999812e-03,-4.425201000000000273e-01,1.684722999999999915e-01,-4.008635999999999866e-01,2.338867000000000029e-01,-8.140564000000000133e-02,-7.820129000000000316e-03
1.354225000000000000e+10,-8.938980000000000536e-02,-1.720427999999999975e-03,4.484253000000000267e-01,-1.022033999999999998e-01,4.165497000000000227e-01,-1.689605999999999886e-01,-5.737686000000000175e-02,5.058290000000000008e-03
1.364160000000000000e+10,-6.727218999999999560e-02,4.783629999999999827e-02,-4.523314999999999975e-01,3.152470000000000272e-02,-4.313201999999999869e-01,1.030120999999999953e-01,-5.843734999999999902e-02,3.981781000000000209e-02
1.374095000000000000e+10,-5.655670000000000142e-02,3.442001000000000088e-02,4.608458999999999750e-01,4.370120000000000254e-02,4.547119000000000022e-01,-3.640746999999999733e-02,-8.489608999999999350e-02,4.517746000000000262e-02
1.384030000000000000e+10,-8.657073999999999325e-02,7.034682999999999908e-02,-4.473572000000000104e-01,-9.271240000000000037e-02,-4.478911999999999893e-01,-1.541138000000000056e-02,-7.703400000000000525e-02,9.223557000000000283e-02
1.393965000000000000e+10,-7.949448000000000625e-02,6.821823000000000470e-02,4.345856000000000163e-01,1.775970000000000049e-01,4.478759999999999963e-01,9.338380000000000292e-02,-7.667923000000000100e-02,8.740233999999999503e-02
1.403900000000000000e+10,-1.008644000000000068e-01,7.462311000000000638e-02,-3.929137999999999797e-01,-2.116547000000000012e-01,-4.209594999999999865e-01,-1.377411000000000052e-01,-9.622954999999999703e-02,8.296584999999999377e-02
1.413835000000000000e+10,-1.278381000000000101e-01,1.015319999999999973e-01,3.469086000000000114e-01,2.786865000000000037e-01,3.879241999999999968e-01,2.057343000000000088e-01,-9.133911000000000113e-02,1.104964999999999975e-01
1.423770000000000000e+10,-1.109238000000000030e-01,1.328963999999999979e-01,-3.073730000000000073e-01,-3.030089999999999728e-01,-3.553925000000000001e-01,-2.405701000000000089e-01,-1.571425999999999934e-01,9.004969999999999641e-02
1.433705000000000000e+10,-8.728790000000000160e-02,9.696960000000000302e-02,2.412109000000000059e-01,3.651885999999999743e-01,3.104400999999999966e-01,3.043975999999999904e-01,-1.159591999999999984e-01,1.160202000000000039e-01
1.443640000000000000e+10,-1.144638000000000044e-01,8.422089000000000658e-02,-2.030639999999999945e-01,-3.909606999999999943e-01,-2.720794999999999741e-01,-3.387909000000000059e-01,-1.124991999999999936e-01,7.411956999999999574e-02
1.453575000000000000e+10,-1.232528999999999986e-01,6.647490999999999817e-02,1.435699000000000003e-01,4.165344000000000269e-01,2.257538000000000045e-01,3.704375999999999780e-01,-1.205597000000000057e-01,1.141434000000000060e-01
1.463510000000000000e+10,-1.310729999999999951e-01,8.134460000000000302e-02,-8.749389999999999945e-02,-4.181366000000000249e-01,-1.701813000000000076e-01,-3.872528000000000081e-01,-1.144791000000000003e-01,7.631683000000000217e-02
1.473445000000000000e+10,-1.145401000000000058e-01,7.238769999999999927e-02,2.612300000000000039e-02,4.340514999999999790e-01,1.108245999999999953e-01,4.113616999999999968e-01,-1.036148000000000069e-01,1.248473999999999973e-01
1.483380000000000000e+10,-9.231567000000000245e-02,5.194855000000000306e-02,3.680420000000000219e-02,-4.144897000000000165e-01,-5.294800000000000201e-02,-4.105072000000000165e-01,-6.194687000000000110e-02,1.032065999999999956e-01
1.493315000000000000e+10,-7.142257999999999940e-02,1.050452999999999942e-01,-1.057434000000000013e-01,4.357300000000000062e-01,-7.385253999999999951e-03,4.438171000000000199e-01,-3.408051000000000136e-02,1.265869000000000022e-01
1.503250000000000000e+10,-1.714705999999999869e-02,6.708145000000000080e-02,1.570892000000000122e-01,-3.864441000000000126e-01,6.675720000000000265e-02,-4.102782999999999847e-01,1.260376000000000031e-02,1.001129000000000047e-01
1.513185000000000000e+10,-2.240371999999999850e-02,1.052704000000000001e-01,-2.353210000000000024e-01,3.766937000000000202e-01,-1.438751000000000058e-01,4.199828999999999923e-01,8.407599999999999449e-03,1.340637000000000079e-01
1.523120000000000000e+10,-2.365112000000000117e-02,1.144638000000000044e-01,2.587433000000000094e-01,-3.347014999999999851e-01,1.659087999999999952e-01,-3.869933999999999874e-01,4.680634000000000183e-02,1.068381999999999943e-01
1.533055000000000000e+10,-1.510620000000000062e-03,1.501007000000000036e-01,-3.282166000000000250e-01,2.771605999999999792e-01,-2.501677999999999957e-01,3.490142999999999995e-01,4.016875999999999780e-02,1.232071000000000000e-01
1.542990000000000000e+10,2.365110000000000129e-02,1.561356000000000133e-01,3.450316999999999967e-01,-2.447357000000000005e-01,2.703857000000000066e-01,-3.196716000000000002e-01,3.766629999999999978e-02,1.761168999999999929e-01
1.552925000000000000e+10,3.123470000000000066e-02,1.928329000000000015e-01,-3.740234000000000059e-01,1.751099000000000128e-01,-3.210907000000000067e-01,2.575225999999999904e-01,7.555389999999999329e-02,1.735382000000000036e-01
1.562860000000000000e+10,1.819609999999999977e-02,1.958007999999999971e-01,4.033508000000000093e-01,-1.272125000000000061e-01,3.546753000000000267e-01,-2.333832000000000129e-01,5.661009999999999653e-02,1.832274999999999876e-01
1.572795000000000000e+10,1.241300000000000042e-02,2.125092000000000092e-01,-4.005584999999999840e-01,5.305479999999999918e-02,-3.795471000000000261e-01,1.607056000000000040e-01,7.383729999999999460e-02,1.975478999999999985e-01
1.582730000000000000e+10,2.033230000000000107e-02,2.154541000000000095e-01,4.226532000000000067e-01,1.831000000000000054e-04,4.037169999999999925e-01,-1.153107000000000021e-01,5.290220000000000339e-02,1.926727000000000023e-01
1.592665000000000000e+10,-4.318236999999999944e-03,2.008514000000000133e-01,-4.073943999999999899e-01,-4.484558000000000294e-02,-4.077453999999999801e-01,6.042480000000000073e-02,7.383729999999999460e-02,1.764755000000000074e-01
1.602600000000000000e+10,8.789099999999999344e-03,2.229462000000000110e-01,4.143524000000000096e-01,1.161193999999999976e-01,4.253693000000000057e-01,-1.037597999999999993e-02,8.254999999999999838e-02,1.867980999999999947e-01
1.612535000000000000e+10,-1.052093999999999946e-02,1.733474999999999877e-01,-3.939209000000000183e-01,-1.498566000000000065e-01,-4.226532000000000067e-01,-3.727721999999999980e-02,9.172819999999999585e-02,1.257323999999999942e-01
1.622470000000000000e+10,1.932530000000000012e-02,1.916655999999999915e-01,3.615723000000000131e-01,2.085114000000000134e-01,4.057007000000000252e-01,9.458919999999999828e-02,7.662960000000000604e-02,1.335525999999999935e-01
1.632405000000000000e+10,4.458619999999999944e-02,1.550369000000000053e-01,-3.309937000000000018e-01,-2.493895999999999891e-01,-3.896637000000000017e-01,-1.456603999999999954e-01,7.429885999999999435e-02,7.621384000000000492e-02
1.642340000000000000e+10,5.440520000000000078e-02,1.855850000000000000e-01,2.866669000000000023e-01,3.054961999999999955e-01,3.567963000000000107e-01,2.003631999999999913e-01,7.681656000000000595e-02,1.057242999999999933e-01
1.652275000000000000e+10,1.373900999999999872e-01,9.406280000000000197e-02,-2.487946000000000046e-01,-3.481139999999999790e-01,-3.424225000000000185e-01,-2.556915000000000160e-01,1.781464000000000103e-01,4.389189999999999758e-02
1.662210000000000000e+10,1.032715000000000022e-01,8.695601999999999498e-02,1.853484999999999994e-01,3.689879999999999827e-01,2.793121000000000076e-01,2.946776999999999869e-01,1.405411000000000021e-01,3.407290000000000318e-02
1.672145000000000000e+10,1.616744999999999988e-01,8.998870000000000480e-02,-1.297455000000000136e-01,-3.920745999999999953e-01,-2.546996999999999733e-01,-3.330078000000000205e-01,1.966018999999999961e-01,2.590179999999999913e-02
1.682080000000000000e+10,1.626663000000000137e-01,8.335109999999999741e-02,6.565859999999999752e-02,3.844298999999999911e-01,1.729430999999999885e-01,3.380126999999999993e-01,1.880417000000000061e-01,-8.392333999999999558e-03
1.692015000000000000e+10,1.994324000000000097e-01,9.004969999999999641e-02,5.645800000000000297e-03,-4.096221999999999919e-01,-1.287384000000000028e-01,-3.912048000000000192e-01,2.209166999999999936e-01,7.202100000000000342e-03
1.701950000000000000e+10,1.819533999999999874e-01,8.959960000000000147e-02,-2.940368999999999969e-02,4.092864999999999975e-01,9.274290000000000311e-02,3.920745999999999953e-01,2.115249999999999908e-01,1.007099999999999922e-03
1.711885000000000000e+10,1.982726999999999962e-01,1.183014000000000010e-01,1.044617000000000046e-01,-3.925323000000000007e-01,-4.000854000000000216e-02,-4.078217000000000092e-01,2.240906000000000009e-01,-6.637572999999999911e-03
1.721820000000000000e+10,2.014389000000000041e-01,1.168364999999999959e-01,-1.307220000000000049e-01,3.643036000000000052e-01,-1.808167000000000108e-02,3.733062999999999798e-01,2.022704999999999920e-01,-3.601074000000000115e-03
1.731755000000000000e+10,2.097168000000000088e-01,1.187286000000000036e-01,2.099914999999999976e-01,-3.433227999999999835e-01,7.676700000000000190e-02,-3.883056999999999759e-01,2.162781000000000009e-01,-1.052855999999999931e-02
1.741690000000000000e+10,1.965027000000000024e-01,1.004028000000000004e-01,-2.511748999999999787e-01,3.301085999999999743e-01,-1.352233999999999936e-01,3.965149000000000035e-01,1.677474999999999938e-01,-5.897521999999999660e-03
1.751625000000000000e+10,1.860122999999999915e-01,7.940669999999999673e-02,2.976379000000000108e-01,-2.743225000000000247e-01,1.768187999999999982e-01,-3.641814999999999913e-01,1.872786999999999924e-01,-6.782531999999999971e-03
1.761560000000000000e+10,1.327514999999999945e-01,4.833219999999999877e-02,-3.338927999999999896e-01,2.651824999999999877e-01,-2.267151000000000027e-01,3.571167000000000091e-01,1.428528000000000020e-01,-7.297515999999999725e-02
1.771495000000000000e+10,1.380080999999999947e-01,5.546569999999999973e-02,3.463898000000000255e-01,-2.028197999999999945e-01,2.516021999999999981e-01,-3.187865999999999755e-01,8.134078999999999615e-02,-5.692291000000000017e-02
1.781430000000000000e+10,1.399536000000000113e-01,7.209799999999999716e-03,-3.636322000000000165e-01,1.322631999999999974e-01,-3.058776999999999746e-01,2.563171000000000199e-01,1.086006000000000055e-01,-6.012344000000000022e-02
1.791365000000000000e+10,1.207122999999999946e-01,-3.022002999999999842e-02,3.960419000000000023e-01,-8.763123000000000440e-02,3.232880000000000198e-01,-2.185059000000000029e-01,7.028199999999999725e-02,-1.364287999999999890e-01
1.801300000000000000e+10,1.401671999999999918e-01,-5.489349000000000312e-02,-3.908233999999999875e-01,3.204350000000000254e-02,-3.602753000000000205e-01,1.714019999999999988e-01,4.911800000000000194e-02,-1.589736999999999956e-01
1.811235000000000000e+10,1.492081000000000102e-01,-9.513091999999999382e-02,3.813933999999999935e-01,6.576499999999999881e-03,3.459625000000000061e-01,-1.121825999999999934e-01,3.251649999999999680e-02,-1.604538000000000075e-01
1.821170000000000000e+10,1.501617000000000091e-01,-1.028671000000000030e-01,-3.608703999999999801e-01,-8.346557999999999755e-02,-3.833312999999999859e-01,5.371089999999999892e-02,3.055570000000000161e-02,-1.772994999999999988e-01
1.831105000000000000e+10,1.708449999999999969e-01,-1.370926000000000089e-01,3.582915999999999879e-01,1.115416999999999936e-01,3.477935999999999805e-01,-3.973389000000000087e-02,2.888490000000000155e-02,-1.776886000000000021e-01
1.841040000000000000e+10,1.834487999999999952e-01,-1.352385999999999866e-01,-3.311462000000000017e-01,-2.017058999999999935e-01,-3.794098000000000193e-01,-6.388855000000000228e-02,5.134579999999999700e-02,-2.145537999999999890e-01
1.850975000000000000e+10,2.029189999999999883e-01,-9.831238000000000476e-02,3.337096999999999980e-01,2.368317000000000061e-01,3.856963999999999948e-01,1.014404000000000000e-01,7.820099999999999968e-03,-2.138748000000000038e-01
1.860910000000000000e+10,2.193604000000000109e-01,-1.601257000000000097e-01,-2.993774000000000157e-01,-2.444916000000000034e-01,-3.753814999999999791e-01,-1.218872000000000011e-01,2.284999999999999878e-02,-1.753310999999999897e-01
1.870845000000000000e+10,1.782150000000000123e-01,-1.568604000000000109e-01,2.637328999999999923e-01,2.928467000000000153e-01,3.413848999999999911e-01,1.620788999999999980e-01,1.304630000000000026e-02,-1.779555999999999916e-01
1.880780000000000000e+10,1.670532000000000128e-01,-1.316910000000000025e-01,-1.704558999999999935e-01,-3.289032000000000067e-01,-2.747344999999999926e-01,-2.097931000000000101e-01,1.226039999999999942e-02,-1.472777999999999865e-01
1.890715000000000000e+10,1.031722999999999946e-01,-1.720047000000000104e-01,1.506194999999999895e-01,3.705292000000000030e-01,2.700195000000000234e-01,2.800139999999999851e-01,-3.320312999999999737e-02,-1.541443000000000119e-01
1.900650000000000000e+10,5.804440000000000294e-02,-1.544647000000000103e-01,-1.210631999999999958e-01,-3.758086999999999955e-01,-2.603759999999999963e-01,-2.974242999999999748e-01,-7.561492999999999687e-02,-9.650040000000000007e-02
1.910585000000000000e+10,1.495359999999999918e-02,-1.598129000000000077e-01,5.383299999999999891e-02,3.845824999999999938e-01,2.002868999999999899e-01,3.365326000000000151e-01,-9.850311000000000483e-02,-8.398437999999999737e-02
1.920520000000000000e+10,-1.209259000000000028e-02,-1.749496000000000107e-01,3.250100000000000124e-03,-3.852538999999999825e-01,-1.653290000000000037e-01,-3.516082999999999847e-01,-1.321029999999999982e-01,-7.289885999999999588e-02
1.930455000000000000e+10,-8.382415999999999479e-02,-2.016219999999999957e-01,-5.656433000000000294e-02,3.635405999999999915e-01,8.511349999999999472e-02,3.631897000000000042e-01,-1.856765999999999972e-01,-4.416656000000000054e-02
1.940390000000000000e+10,-7.275391000000000497e-02,-1.928253000000000050e-01,1.196593999999999991e-01,-3.814697000000000227e-01,-5.291748000000000285e-02,-3.859253000000000267e-01,-1.848450000000000093e-01,-4.962920999999999999e-02
1.950325000000000000e+10,-1.009521000000000029e-01,-2.444153000000000020e-01,-1.363068000000000057e-01,3.534546000000000077e-01,8.331299999999999817e-03,3.950653000000000081e-01,-2.042693999999999899e-01,-8.539581000000000255e-02
1.960260000000000000e+10,-1.210708999999999952e-01,-2.040710000000000024e-01,1.751708999999999905e-01,-3.085937999999999737e-01,3.474429999999999880e-02,-3.541107000000000005e-01,-2.428283999999999998e-01,-6.088256999999999697e-02
1.970195000000000000e+10,-9.722899999999999598e-02,-2.753448000000000007e-01,-2.314605999999999886e-01,3.088378999999999985e-01,-8.598327999999999527e-02,3.760222999999999760e-01,-2.149658000000000124e-01,-4.991149999999999753e-02
1.980130000000000000e+10,-1.258849999999999969e-01,-2.395934999999999870e-01,2.703705000000000136e-01,-2.645873999999999726e-01,1.093597000000000041e-01,-3.480072000000000165e-01,-2.169724000000000097e-01,-7.181548999999999572e-02
1.990065000000000000e+10,-1.021118000000000026e-01,-2.201995999999999953e-01,-3.029326999999999992e-01,2.297057999999999878e-01,-1.826172000000000073e-01,3.353423999999999849e-01,-1.841735999999999929e-01,-7.246399000000000590e-02
2.000000000000000000e+10,-6.539153999999999800e-02,-1.973113999999999979e-01,3.177642999999999995e-01,-2.119903999999999955e-01,1.889647999999999883e-01,-3.102264000000000133e-01,-1.781464000000000103e-01,-6.278229000000000448e-02
